snr,tbs,itbs,nr,bler
-7,424,2,32,0
-7,424,2,64,0
-7,424,2,128,0
-7,424,5,1,1
-7,424,5,2,0.9997558594
-7,424,5,4,3.0517578125E-05
-7,424,5,8,0
-7,424,5,16,0
-7,424,5,32,0
-7,424,5,64,0
-7,424,5,128,0
-7,440,3,1,1
-7,440,3,2,0.065246582
-7,440,3,4,0
-7,440,3,8,0
-7,440,3,16,0
-7,440,3,32,0
-7,440,3,64,0
-7,440,3,128,0
-7,456,9,1,1
-7,456,9,2,1
-7,456,9,4,0.9987792969
-7,456,9,8,0
-7,456,9,16,0
-7,456,9,32,0
-7,456,9,64,0
-7,456,9,128,0
-7,472,7,1,1
-7,472,7,2,1
-7,472,7,4,0.2253112793
-7,472,7,8,0
-7,472,7,16,0
-7,472,7,32,0
-7,472,7,64,0
-7,472,7,128,0
-7,504,5,1,1
-7,504,5,2,0.9999694824
-7,504,5,4,3.0517578125E-05
-7,504,5,8,0
-7,504,5,16,0
-7,504,5,32,0
-7,504,5,64,0
-7,504,5,128,0
-7,504,6,1,1
-7,504,6,2,1
-7,504,6,4,0.0052185059
-7,504,6,8,0
-7,504,6,16,0
-7,504,6,32,0
-7,504,6,64,0
-7,504,6,128,0
-7,504,10,1,1
-7,504,10,2,1
-7,504,10,4,1
-7,504,10,8,0.0003967285
-7,504,10,16,0
-7,504,10,32,0
-7,504,10,64,0
-7,504,10,128,0
-7,536,8,1,1
-7,536,8,2,1
-7,536,8,4,0.8701782227
-7,536,8,8,0
-7,536,8,16,0
-7,536,8,32,0
-7,536,8,64,0
-7,536,8,128,0
-7,552,4,1,1
-7,552,4,2,0.8913269043
-7,552,4,4,0
-7,552,4,8,0
-7,552,4,16,0
-7,552,4,32,0
-7,552,4,64,0
-7,552,4,128,0
-7,568,3,1,1
-7,568,3,2,0.0758972168
-7,568,3,4,0
-7,568,3,8,0
-7,568,3,16,0
-7,568,3,32,0
-7,568,3,64,0
-7,568,3,128,0
-7,584,7,1,1
-7,584,7,2,1
-7,584,7,4,0.1503295898
-7,584,7,8,0
-7,584,7,16,0
-7,584,7,32,0
-7,584,7,64,0
-7,584,7,128,0
-7,600,6,1,1
-7,600,6,2,1
-7,600,6,4,0.0015869141
-7,600,6,8,0
-7,600,6,16,0
-7,600,6,32,0
-7,600,6,64,0
-7,600,6,128,0
-7,616,9,1,1
-7,616,9,2,1
-7,616,9,4,0.9996032715
-7,616,9,8,0
-7,616,9,16,0
-7,616,9,32,0
-7,616,9,64,0
-7,616,9,128,0
-7,680,4,1,1
-7,680,4,2,0.8542785645
-7,680,4,4,0
-7,680,4,8,0
-7,680,4,16,0
-7,680,4,32,0
-7,680,4,64,0
-7,680,4,128,0
-7,680,5,1,1
-7,680,5,2,1
-7,680,5,4,0
-7,680,5,8,0
-7,680,5,16,0
-7,680,5,32,0
-7,680,5,64,0
-7,680,5,128,0
-7,680,8,1,1
-7,680,8,2,1
-7,680,8,4,0.9141845703
-7,680,8,8,0
-7,680,8,16,0
-7,680,8,32,0
-7,680,8,64,0
-7,680,8,128,0
-7,680,10,1,1
-7,680,10,2,1
-7,680,10,4,1
-7,680,10,8,3.0517578125E-05
-7,680,10,16,0
-7,680,10,32,0
-7,680,10,64,0
-7,680,10,128,0
-7,712,7,1,1
-7,712,7,2,1
-7,712,7,4,0.1738891602
-7,712,7,8,0
-7,712,7,16,0
-7,712,7,32,0
-7,712,7,64,0
-7,712,7,128,0
-7,776,9,1,1
-7,776,9,2,1
-7,776,9,4,0.9999389648
-7,776,9,8,0
-7,776,9,16,0
-7,776,9,32,0
-7,776,9,64,0
-7,776,9,128,0
-7,808,6,1,1
-7,808,6,2,1
-7,808,6,4,0.0003662109
-7,808,6,8,0
-7,808,6,16,0
-7,808,6,32,0
-7,808,6,64,0
-7,808,6,128,0
-7,808,8,1,1
-7,808,8,2,1
-7,808,8,4,0.8972473145
-7,808,8,8,0
-7,808,8,16,0
-7,808,8,32,0
-7,808,8,64,0
-7,808,8,128,0
-7,872,5,1,1
-7,872,5,2,1
-7,872,5,4,3.0517578125E-05
-7,872,5,8,0
-7,872,5,16,0
-7,872,5,32,0
-7,872,5,64,0
-7,872,5,128,0
-7,872,10,1,1
-7,872,10,2,1
-7,872,10,4,1
-7,872,10,8,0.0001525879
-7,872,10,16,0
-7,872,10,32,0
-7,872,10,64,0
-7,872,10,128,0
-7,936,9,1,1
-7,936,9,2,1
-7,936,9,4,1
-7,936,9,8,0
-7,936,9,16,0
-7,936,9,32,0
-7,936,9,64,0
-7,936,9,128,0
-7,1000,6,1,1
-7,1000,6,2,1
-7,1000,6,4,3.0517578125E-05
-7,1000,6,8,0
-7,1000,6,16,0
-7,1000,6,32,0
-7,1000,6,64,0
-7,1000,6,128,0
-7,1000,7,1,1
-7,1000,7,2,1
-7,1000,7,4,0.3212890625
-7,1000,7,8,0
-7,1000,7,16,0
-7,1000,7,32,0
-7,1000,7,64,0
-7,1000,7,128,0
-7,1000,10,1,1
-7,1000,10,2,1
-7,1000,10,4,1
-7,1000,10,8,0
-7,1000,10,16,0
-7,1000,10,32,0
-7,1000,10,64,0
-7,1000,10,128,0
-7,1096,8,1,1
-7,1096,8,2,1
-7,1096,8,4,0.9532470703
-7,1096,8,8,0
-7,1096,8,16,0
-7,1096,8,32,0
-7,1096,8,64,0
-7,1096,8,128,0
-7,1224,7,1,1
-7,1224,7,2,1
-7,1224,7,4,0.1788330078
-7,1224,7,8,0
-7,1224,7,16,0
-7,1224,7,32,0
-7,1224,7,64,0
-7,1224,7,128,0
-7,1256,9,1,1
-7,1256,9,2,1
-7,1256,9,4,1
-7,1256,9,8,0
-7,1256,9,16,0
-7,1256,9,32,0
-7,1256,9,64,0
-7,1256,9,128,0
-7,1384,8,1,1
-7,1384,8,2,1
-7,1384,8,4,0.9806518555
-7,1384,8,8,0
-7,1384,8,16,0
-7,1384,8,32,0
-7,1384,8,64,0
-7,1384,8,128,0
-7,1384,10,1,1
-7,1384,10,2,1
-7,1384,10,4,1
-7,1384,10,8,0
-7,1384,10,16,0
-7,1384,10,32,0
-7,1384,10,64,0
-7,1384,10,128,0
-7,1544,9,1,1
-7,1544,9,2,1
-7,1544,9,4,0.9999389648
-7,1544,9,8,0
-7,1544,9,16,0
-7,1544,9,32,0
-7,1544,9,64,0
-7,1544,9,128,0
-7,1736,10,1,1
-7,1736,10,2,1
-7,1736,10,4,1
-7,1736,10,8,0
-7,1736,10,16,0
-7,1736,10,32,0
-7,1736,10,64,0
-7,1736,10,128,0
-6.5,16,0,1,0.5882568359
-6.5,16,0,2,0.0039367676
-6.5,16,0,4,0
-6.5,16,0,8,0
-6.5,16,0,16,0
-6.5,16,0,32,0
-6.5,16,0,64,0
-6.5,16,0,128,0
-6.5,24,1,1,0.7614746094
-6.5,24,1,2,0.0195007324
-6.5,24,1,4,0
-6.5,24,1,8,0
-6.5,24,1,16,0
-6.5,24,1,32,0
-6.5,24,1,64,0
-6.5,24,1,128,0
-6.5,32,0,1,0.0832824707
-6.5,32,0,2,0
-6.5,32,0,4,0
-6.5,32,0,8,0
-6.5,32,0,16,0
-6.5,32,0,32,0
-6.5,32,0,64,0
-6.5,32,0,128,0
-6.5,32,2,1,0.9764709473
-6.5,32,2,2,0.0907287598
-6.5,32,2,4,0
-6.5,32,2,8,0
-6.5,32,2,16,0
-6.5,32,2,32,0
-6.5,32,2,64,0
-6.5,32,2,128,0
-6.5,40,3,1,0.982635498
-6.5,40,3,2,0.1933288574
-6.5,40,3,4,0
-6.5,40,3,8,0
-6.5,40,3,16,0
-6.5,40,3,32,0
-6.5,40,3,64,0
-6.5,40,3,128,0
-6.5,56,0,1,0.0288085938
-6.5,56,0,2,0
-6.5,56,0,4,0
-6.5,56,0,8,0
-6.5,56,0,16,0
-6.5,56,0,32,0
-6.5,56,0,64,0
-6.5,56,0,128,0
-6.5,56,1,1,0.5943603516
-6.5,56,1,2,0.0002746582
-6.5,56,1,4,0
-6.5,56,1,8,0
-6.5,56,1,16,0
-6.5,56,1,32,0
-6.5,56,1,64,0
-6.5,56,1,128,0
-6.5,56,4,1,0.9997253418
-6.5,56,4,2,0.6055908203
-6.5,56,4,4,0.0004882813
-6.5,56,4,8,0
-6.5,56,4,16,0
-6.5,56,4,32,0
-6.5,56,4,64,0
-6.5,56,4,128,0
-6.5,72,2,1,0.9653930664
-6.5,72,2,2,0.005645752
-6.5,72,2,4,0
-6.5,72,2,8,0
-6.5,72,2,16,0
-6.5,72,2,32,0
-6.5,72,2,64,0
-6.5,72,2,128,0
-6.5,72,5,1,1
-6.5,72,5,2,0.9027404785
-6.5,72,5,4,0.005279541
-6.5,72,5,8,0
-6.5,72,5,16,0
-6.5,72,5,32,0
-6.5,72,5,64,0
-6.5,72,5,128,0
-6.5,88,0,1,0.0351867676
-6.5,88,0,2,0
-6.5,88,0,4,0
-6.5,88,0,8,0
-6.5,88,0,16,0
-6.5,88,0,32,0
-6.5,88,0,64,0
-6.5,88,0,128,0
-6.5,88,1,1,0.4823303223
-6.5,88,1,2,0
-6.5,88,1,4,0
-6.5,88,1,8,0
-6.5,88,1,16,0
-6.5,88,1,32,0
-6.5,88,1,64,0
-6.5,88,1,128,0
-6.5,88,6,1,1
-6.5,88,6,2,0.987701416
-6.5,88,6,4,0.0373840332
-6.5,88,6,8,0
-6.5,88,6,16,0
-6.5,88,6,32,0
-6.5,88,6,64,0
-6.5,88,6,128,0
-6.5,104,3,1,0.9990234375
-6.5,104,3,2,0.1401977539
-6.5,104,3,4,0
-6.5,104,3,8,0
-6.5,104,3,16,0
-6.5,104,3,32,0
-6.5,104,3,64,0
-6.5,104,3,128,0
-6.5,104,7,1,1
-6.5,104,7,2,0.9988708496
-6.5,104,7,4,0.1591491699
-6.5,104,7,8,0
-6.5,104,7,16,0
-6.5,104,7,32,0
-6.5,104,7,64,0
-6.5,104,7,128,0
-6.5,120,0,1,0.0316467285
-6.5,120,0,2,0
-6.5,120,0,4,0
-6.5,120,0,8,0
-6.5,120,0,16,0
-6.5,120,0,32,0
-6.5,120,0,64,0
-6.5,120,0,128,0
-6.5,120,4,1,0.9999694824
-6.5,120,4,2,0.397277832
-6.5,120,4,4,0
-6.5,120,4,8,0
-6.5,120,4,16,0
-6.5,120,4,32,0
-6.5,120,4,64,0
-6.5,120,4,128,0
-6.5,120,8,1,1
-6.5,120,8,2,0.9999694824
-6.5,120,8,4,0.4810180664
-6.5,120,8,8,0
-6.5,120,8,16,0
-6.5,120,8,32,0
-6.5,120,8,64,0
-6.5,120,8,128,0
-6.5,136,9,1,1
-6.5,136,9,2,1
-6.5,136,9,4,0.8125610352
-6.5,136,9,8,9.1552734375E-05
-6.5,136,9,16,0
-6.5,136,9,32,0
-6.5,136,9,64,0
-6.5,136,9,128,0
-6.5,144,1,1,0.7980651855
-6.5,144,1,2,0
-6.5,144,1,4,0
-6.5,144,1,8,0
-6.5,144,1,16,0
-6.5,144,1,32,0
-6.5,144,1,64,0
-6.5,144,1,128,0
-6.5,144,2,1,0.9998474121
-6.5,144,2,2,0.0207519531
-6.5,144,2,4,0
-6.5,144,2,8,0
-6.5,144,2,16,0
-6.5,144,2,32,0
-6.5,144,2,64,0
-6.5,144,2,128,0
-6.5,144,5,1,1
-6.5,144,5,2,0.8143005371
-6.5,144,5,4,6.103515625E-05
-6.5,144,5,8,0
-6.5,144,5,16,0
-6.5,144,5,32,0
-6.5,144,5,64,0
-6.5,144,5,128,0
-6.5,144,10,1,1
-6.5,144,10,2,1
-6.5,144,10,4,0.9137878418
-6.5,144,10,8,0.0004272461
-6.5,144,10,16,0
-6.5,144,10,32,0
-6.5,144,10,64,0
-6.5,144,10,128,0
-6.5,152,0,1,0.0311584473
-6.5,152,0,2,0
-6.5,152,0,4,0
-6.5,152,0,8,0
-6.5,152,0,16,0
-6.5,152,0,32,0
-6.5,152,0,64,0
-6.5,152,0,128,0
-6.5,176,1,1,0.7121887207
-6.5,176,1,2,0
-6.5,176,1,4,0
-6.5,176,1,8,0
-6.5,176,1,16,0
-6.5,176,1,32,0
-6.5,176,1,64,0
-6.5,176,1,128,0
-6.5,176,2,1,0.9989318848
-6.5,176,2,2,0.0008850098
-6.5,176,2,4,0
-6.5,176,2,8,0
-6.5,176,2,16,0
-6.5,176,2,32,0
-6.5,176,2,64,0
-6.5,176,2,128,0
-6.5,176,3,1,1
-6.5,176,3,2,0.1803894043
-6.5,176,3,4,0
-6.5,176,3,8,0
-6.5,176,3,16,0
-6.5,176,3,32,0
-6.5,176,3,64,0
-6.5,176,3,128,0
-6.5,176,6,1,1
-6.5,176,6,2,0.9881591797
-6.5,176,6,4,0.0010681152
-6.5,176,6,8,0
-6.5,176,6,16,0
-6.5,176,6,32,0
-6.5,176,6,64,0
-6.5,176,6,128,0
-6.5,208,0,1,0.0145874023
-6.5,208,0,2,0
-6.5,208,0,4,0
-6.5,208,0,8,0
-6.5,208,0,16,0
-6.5,208,0,32,0
-6.5,208,0,64,0
-6.5,208,0,128,0
-6.5,208,1,1,0.6314086914
-6.5,208,1,2,0
-6.5,208,1,4,0
-6.5,208,1,8,0
-6.5,208,1,16,0
-6.5,208,1,32,0
-6.5,208,1,64,0
-6.5,208,1,128,0
-6.5,208,2,1,0.9954528809
-6.5,208,2,2,3.0517578125E-05
-6.5,208,2,4,0
-6.5,208,2,8,0
-6.5,208,2,16,0
-6.5,208,2,32,0
-6.5,208,2,64,0
-6.5,208,2,128,0
-6.5,208,3,1,0.9996643066
-6.5,208,3,2,0.013671875
-6.5,208,3,4,0
-6.5,208,3,8,0
-6.5,208,3,16,0
-6.5,208,3,32,0
-6.5,208,3,64,0
-6.5,208,3,128,0
-6.5,208,4,1,1
-6.5,208,4,2,0.6383972168
-6.5,208,4,4,0
-6.5,208,4,8,0
-6.5,208,4,16,0
-6.5,208,4,32,0
-6.5,208,4,64,0
-6.5,208,4,128,0
-6.5,224,5,1,1
-6.5,224,5,2,0.8378601074
-6.5,224,5,4,3.0517578125E-05
-6.5,224,5,8,0
-6.5,224,5,16,0
-6.5,224,5,32,0
-6.5,224,5,64,0
-6.5,224,5,128,0
-6.5,224,7,1,1
-6.5,224,7,2,1
-6.5,224,7,4,0.0466918945
-6.5,224,7,8,0
-6.5,224,7,16,0
-6.5,224,7,32,0
-6.5,224,7,64,0
-6.5,224,7,128,0
-6.5,256,0,1,0.0043640137
-6.5,256,0,2,0
-6.5,256,0,4,0
-6.5,256,0,8,0
-6.5,256,0,16,0
-6.5,256,0,32,0
-6.5,256,0,64,0
-6.5,256,0,128,0
-6.5,256,1,1,0.2929077148
-6.5,256,1,2,0
-6.5,256,1,4,0
-6.5,256,1,8,0
-6.5,256,1,16,0
-6.5,256,1,32,0
-6.5,256,1,64,0
-6.5,256,1,128,0
-6.5,256,2,1,0.9982910156
-6.5,256,2,2,6.103515625E-05
-6.5,256,2,4,0
-6.5,256,2,8,0
-6.5,256,2,16,0
-6.5,256,2,32,0
-6.5,256,2,64,0
-6.5,256,2,128,0
-6.5,256,3,1,0.9997253418
-6.5,256,3,2,0.0036621094
-6.5,256,3,4,0
-6.5,256,3,8,0
-6.5,256,3,16,0
-6.5,256,3,32,0
-6.5,256,3,64,0
-6.5,256,3,128,0
-6.5,256,4,1,1
-6.5,256,4,2,0.3016052246
-6.5,256,4,4,0
-6.5,256,4,8,0
-6.5,256,4,16,0
-6.5,256,4,32,0
-6.5,256,4,64,0
-6.5,256,4,128,0
-6.5,256,6,1,1
-6.5,256,6,2,0.9839172363
-6.5,256,6,4,0
-6.5,256,6,8,0
-6.5,256,6,16,0
-6.5,256,6,32,0
-6.5,256,6,64,0
-6.5,256,6,128,0
-6.5,256,8,1,1
-6.5,256,8,2,1
-6.5,256,8,4,0.3930053711
-6.5,256,8,8,0
-6.5,256,8,16,0
-6.5,256,8,32,0
-6.5,256,8,64,0
-6.5,256,8,128,0
-6.5,296,9,1,1
-6.5,296,9,2,1
-6.5,296,9,4,0.914642334
-6.5,296,9,8,0
-6.5,296,9,16,0
-6.5,296,9,32,0
-6.5,296,9,64,0
-6.5,296,9,128,0
-6.5,328,2,1,0.9959411621
-6.5,328,2,2,0
-6.5,328,2,4,0
-6.5,328,2,8,0
-6.5,328,2,16,0
-6.5,328,2,32,0
-6.5,328,2,64,0
-6.5,328,2,128,0
-6.5,328,3,1,1
-6.5,328,3,2,0.0064086914
-6.5,328,3,4,0
-6.5,328,3,8,0
-6.5,328,3,16,0
-6.5,328,3,32,0
-6.5,328,3,64,0
-6.5,328,3,128,0
-6.5,328,4,1,1
-6.5,328,4,2,0.3073730469
-6.5,328,4,4,0
-6.5,328,4,8,0
-6.5,328,4,16,0
-6.5,328,4,32,0
-6.5,328,4,64,0
-6.5,328,4,128,0
-6.5,328,5,1,1
-6.5,328,5,2,0.9684143066
-6.5,328,5,4,0
-6.5,328,5,8,0
-6.5,328,5,16,0
-6.5,328,5,32,0
-6.5,328,5,64,0
-6.5,328,5,128,0
-6.5,328,7,1,1
-6.5,328,7,2,1
-6.5,328,7,4,0.0072631836
-6.5,328,7,8,0
-6.5,328,7,16,0
-6.5,328,7,32,0
-6.5,328,7,64,0
-6.5,328,7,128,0
-6.5,328,10,1,1
-6.5,328,10,2,1
-6.5,328,10,4,0.99609375
-6.5,328,10,8,3.0517578125E-05
-6.5,328,10,16,0
-6.5,328,10,32,0
-6.5,328,10,64,0
-6.5,328,10,128,0
-6.5,344,1,1,0.4977111816
-6.5,344,1,2,0
-6.5,344,1,4,0
-6.5,344,1,8,0
-6.5,344,1,16,0
-6.5,344,1,32,0
-6.5,344,1,64,0
-6.5,344,1,128,0
-6.5,392,6,1,1
-6.5,392,6,2,0.9998779297
-6.5,392,6,4,6.103515625E-05
-6.5,392,6,8,0
-6.5,392,6,16,0
-6.5,392,6,32,0
-6.5,392,6,64,0
-6.5,392,6,128,0
-6.5,392,8,1,1
-6.5,392,8,2,1
-6.5,392,8,4,0.319152832
-6.5,392,8,8,0
-6.5,392,8,16,0
-6.5,392,8,32,0
-6.5,392,8,64,0
-6.5,392,8,128,0
-6.5,408,4,1,1
-6.5,408,4,2,0.3919372559
-6.5,408,4,4,0
-6.5,408,4,8,0
-6.5,408,4,16,0
-6.5,408,4,32,0
-6.5,408,4,64,0
-6.5,408,4,128,0
-6.5,424,2,1,0.9992675781
-6.5,424,2,2,0
-6.5,424,2,4,0
-6.5,424,2,8,0
-6.5,424,2,16,0
-6.5,424,2,32,0
-6.5,424,2,64,0
-6.5,424,2,128,0
-6.5,424,5,1,1
-6.5,424,5,2,0.9891052246
-6.5,424,5,4,0
-6.5,424,5,8,0
-6.5,424,5,16,0
-6.5,424,5,32,0
-6.5,424,5,64,0
-6.5,424,5,128,0
-6.5,440,3,1,1
-6.5,440,3,2,0.0018310547
-6.5,440,3,4,0
-6.5,440,3,8,0
-6.5,440,3,16,0
-6.5,440,3,32,0
-6.5,440,3,64,0
-6.5,440,3,128,0
-6.5,456,9,1,1
-6.5,456,9,2,1
-6.5,456,9,4,0.9563903809
-6.5,456,9,8,0
-6.5,456,9,16,0
-6.5,456,9,32,0
-6.5,456,9,64,0
-6.5,456,9,128,0
-6.5,472,7,1,1
-6.5,472,7,2,1
-6.5,472,7,4,0.0147705078
-6.5,472,7,8,0
-6.5,472,7,16,0
-6.5,472,7,32,0
-6.5,472,7,64,0
-6.5,472,7,128,0
-6.5,504,5,1,1
-6.5,504,5,2,0.9906311035
-6.5,504,5,4,0
-6.5,504,5,8,0
-6.5,504,5,16,0
-6.5,504,5,32,0
-6.5,504,5,64,0
-6.5,504,5,128,0
-6.5,504,6,1,1
-6.5,504,6,2,1
-6.5,504,6,4,0
-6.5,504,6,8,0
-6.5,504,6,16,0
-6.5,504,6,32,0
-6.5,504,6,64,0
-6.5,504,6,128,0
-6.5,504,10,1,1
-6.5,504,10,2,1
-6.5,504,10,4,0.9993896484
-6.5,504,10,8,0
-6.5,504,10,16,0
-6.5,504,10,32,0
-6.5,504,10,64,0
-6.5,504,10,128,0
-6.5,536,8,1,1
-6.5,536,8,2,1
-6.5,536,8,4,0.3654785156
-6.5,536,8,8,0
-6.5,536,8,16,0
-6.5,536,8,32,0
-6.5,536,8,64,0
-6.5,536,8,128,0
-6.5,552,4,1,1
-6.5,552,4,2,0.3938598633
-6.5,552,4,4,0
-6.5,552,4,8,0
-6.5,552,4,16,0
-6.5,552,4,32,0
-6.5,552,4,64,0
-6.5,552,4,128,0
-6.5,568,3,1,1
-6.5,568,3,2,0.0015869141
-6.5,568,3,4,0
-6.5,568,3,8,0
-6.5,568,3,16,0
-6.5,568,3,32,0
-6.5,568,3,64,0
-6.5,568,3,128,0
-6.5,584,7,1,1
-6.5,584,7,2,1
-6.5,584,7,4,0.0045776367
-6.5,584,7,8,0
-6.5,584,7,16,0
-6.5,584,7,32,0
-6.5,584,7,64,0
-6.5,584,7,128,0
-6.5,600,6,1,1
-6.5,600,6,2,1
-6.5,600,6,4,0
-6.5,600,6,8,0
-6.5,600,6,16,0
-6.5,600,6,32,0
-6.5,600,6,64,0
-6.5,600,6,128,0
-6.5,616,9,1,1
-6.5,616,9,2,1
-6.5,616,9,4,0.9772033691
-6.5,616,9,8,0
-6.5,616,9,16,0
-6.5,616,9,32,0
-6.5,616,9,64,0
-6.5,616,9,128,0
-6.5,680,4,1,1
-6.5,680,4,2,0.2738342285
-6.5,680,4,4,0
-6.5,680,4,8,0
-6.5,680,4,16,0
-6.5,680,4,32,0
-6.5,680,4,64,0
-6.5,680,4,128,0
-6.5,680,5,1,1
-6.5,680,5,2,0.9963989258
-6.5,680,5,4,0
-6.5,680,5,8,0
-6.5,680,5,16,0
-6.5,680,5,32,0
-6.5,680,5,64,0
-6.5,680,5,128,0
-6.5,680,8,1,1
-6.5,680,8,2,1
-6.5,680,8,4,0.3916015625
-6.5,680,8,8,0
-6.5,680,8,16,0
-6.5,680,8,32,0
-6.5,680,8,64,0
-6.5,680,8,128,0
-6.5,680,10,1,1
-6.5,680,10,2,1
-6.5,680,10,4,0.9999694824
-6.5,680,10,8,0
-6.5,680,10,16,0
-6.5,680,10,32,0
-6.5,680,10,64,0
-6.5,680,10,128,0
-6.5,712,7,1,1
-6.5,712,7,2,1
-6.5,712,7,4,0.0042724609
-6.5,712,7,8,0
-6.5,712,7,16,0
-6.5,712,7,32,0
-6.5,712,7,64,0
-6.5,712,7,128,0
-6.5,776,9,1,1
-6.5,776,9,2,1
-6.5,776,9,4,0.988494873
-6.5,776,9,8,0
-6.5,776,9,16,0
-6.5,776,9,32,0
-6.5,776,9,64,0
-6.5,776,9,128,0
-6.5,808,6,1,1
-6.5,808,6,2,1
-6.5,808,6,4,3.0517578125E-05
-6.5,808,6,8,0
-6.5,808,6,16,0
-6.5,808,6,32,0
-6.5,808,6,64,0
-6.5,808,6,128,0
-6.5,808,8,1,1
-6.5,808,8,2,1
-6.5,808,8,4,0.2938842773
-6.5,808,8,8,0
-6.5,808,8,16,0
-6.5,808,8,32,0
-6.5,808,8,64,0
-6.5,808,8,128,0
-6.5,872,5,1,1
-6.5,872,5,2,0.9997253418
-6.5,872,5,4,0
-6.5,872,5,8,0
-6.5,872,5,16,0
-6.5,872,5,32,0
-6.5,872,5,64,0
-6.5,872,5,128,0
-6.5,872,10,1,1
-6.5,872,10,2,1
-6.5,872,10,4,1
-6.5,872,10,8,0
-6.5,872,10,16,0
-6.5,872,10,32,0
-6.5,872,10,64,0
-6.5,872,10,128,0
-6.5,936,9,1,1
-6.5,936,9,2,1
-6.5,936,9,4,0.9938964844
-6.5,936,9,8,0
-6.5,936,9,16,0
-6.5,936,9,32,0
-6.5,936,9,64,0
-6.5,936,9,128,0
-6.5,1000,6,1,1
-6.5,1000,6,2,1
-6.5,1000,6,4,0
-6.5,1000,6,8,0
-6.5,1000,6,16,0
-6.5,1000,6,32,0
-6.5,1000,6,64,0
-6.5,1000,6,128,0
-6.5,1000,7,1,1
-6.5,1000,7,2,1
-6.5,1000,7,4,0.0064086914
-6.5,1000,7,8,0
-6.5,1000,7,16,0
-6.5,1000,7,32,0
-6.5,1000,7,64,0
-6.5,1000,7,128,0
-6.5,1000,10,1,1
-6.5,1000,10,2,1
-6.5,1000,10,4,0.9999694824
-6.5,1000,10,8,0
-6.5,1000,10,16,0
-6.5,1000,10,32,0
-6.5,1000,10,64,0
-6.5,1000,10,128,0
-6.5,1096,8,1,1
-6.5,1096,8,2,1
-6.5,1096,8,4,0.3526611328
-6.5,1096,8,8,0
-6.5,1096,8,16,0
-6.5,1096,8,32,0
-6.5,1096,8,64,0
-6.5,1096,8,128,0
-6.5,1224,7,1,1
-6.5,1224,7,2,1
-6.5,1224,7,4,0.0008239746
-6.5,1224,7,8,0
-6.5,1224,7,16,0
-6.5,1224,7,32,0
-6.5,1224,7,64,0
-6.5,1224,7,128,0
-6.5,1256,9,1,1
-6.5,1256,9,2,1
-6.5,1256,9,4,0.9986572266
-6.5,1256,9,8,0
-6.5,1256,9,16,0
-6.5,1256,9,32,0
-6.5,1256,9,64,0
-6.5,1256,9,128,0
-6.5,1384,8,1,1
-6.5,1384,8,2,1
-6.5,1384,8,4,0.4037475586
-6.5,1384,8,8,0
-6.5,1384,8,16,0
-6.5,1384,8,32,0
-6.5,1384,8,64,0
-6.5,1384,8,128,0
-6.5,1384,10,1,1
-6.5,1384,10,2,1
-6.5,1384,10,4,1
-6.5,1384,10,8,0
-6.5,1384,10,16,0
-6.5,1384,10,32,0
-6.5,1384,10,64,0
-6.5,1384,10,128,0
-6.5,1544,9,1,1
-6.5,1544,9,2,1
-6.5,1544,9,4,0.9975280762
-6.5,1544,9,8,0
-6.5,1544,9,16,0
-6.5,1544,9,32,0
-6.5,1544,9,64,0
-6.5,1544,9,128,0
-6.5,1736,10,1,1
-6.5,1736,10,2,1
-6.5,1736,10,4,1
-6.5,1736,10,8,0
-6.5,1736,10,16,0
-6.5,1736,10,32,0
-6.5,1736,10,64,0
-6.5,1736,10,128,0
-6,16,0,1,0.4327087402
-6,16,0,2,0.0011901855
-6,16,0,4,0
-6,16,0,8,0
-6,16,0,16,0
-6,16,0,32,0
-6,16,0,64,0
-6,16,0,128,0
-6,24,1,1,0.619720459
-6,24,1,2,0.0047607422
-6,24,1,4,0
-6,24,1,8,0
-6,24,1,16,0
-6,24,1,32,0
-6,24,1,64,0
-6,24,1,128,0
-6,32,0,1,0.0287780762
-6,32,0,2,0
-6,32,0,4,0
-6,32,0,8,0
-6,32,0,16,0
-6,32,0,32,0
-6,32,0,64,0
-6,32,0,128,0
-6,32,2,1,0.9469909668
-6,32,2,2,0.0312194824
-6,32,2,4,0
-6,32,2,8,0
-6,32,2,16,0
-6,32,2,32,0
-6,32,2,64,0
-6,32,2,128,0
-6,40,3,1,0.9533996582
-6,40,3,2,0.0778198242
-6,40,3,4,0
-6,40,3,8,0
-6,40,3,16,0
-6,40,3,32,0
-6,40,3,64,0
-6,40,3,128,0
-6,56,0,1,0.0060424805
-6,56,0,2,0
-6,56,0,4,0
-6,56,0,8,0
-6,56,0,16,0
-6,56,0,32,0
-6,56,0,64,0
-6,56,0,128,0
-6,56,1,1,0.3666992188
-6,56,1,2,0
-6,56,1,4,0
-6,56,1,8,0
-6,56,1,16,0
-6,56,1,32,0
-6,56,1,64,0
-6,56,1,128,0
-6,56,4,1,0.9983520508
-6,56,4,2,0.3764953613
-6,56,4,4,9.1552734375E-05
-6,56,4,8,0
-6,56,4,16,0
-6,56,4,32,0
-6,56,4,64,0
-6,56,4,128,0
-6,72,2,1,0.8982849121
-6,72,2,2,0.0006713867
-6,72,2,4,0
-6,72,2,8,0
-6,72,2,16,0
-6,72,2,32,0
-6,72,2,64,0
-6,72,2,128,0
-6,72,5,1,1
-6,72,5,2,0.7561645508
-6,72,5,4,0.0007629395
