tbs,snr,bler,itbs,nr,nru
208,-25.5,1,1,16,96
208,-25.5,1,1,32,192
208,-25.5,1,2,1,5
208,-25.5,1,2,2,10
208,-25.5,1,2,4,20
208,-25.5,1,2,8,40
208,-25.5,1,2,16,80
208,-25.5,1,2,32,160
208,-25.5,1,3,1,4
208,-25.5,1,3,2,8
208,-25.5,1,3,4,16
208,-25.5,1,3,8,32
208,-25.5,1,3,16,64
208,-25.5,1,3,32,128
208,-25.5,1,3,64,256
208,-25.5,1,4,1,3
208,-25.5,1,4,2,6
208,-25.5,1,4,4,12
208,-25.5,1,4,8,24
208,-25.5,1,4,16,48
208,-25.5,1,4,32,96
208,-25.5,1,4,64,192
208,-25,0,0,128,1024
208,-25,0,1,128,768
208,-25,0.0009460449,2,128,640
208,-25,0.0967407227,3,128,512
208,-25,0.0973815918,0,64,512
208,-25,0.8645629883,1,64,384
208,-25,0.8818359375,4,128,384
208,-25,0.9954833984,2,64,320
208,-25,0.9999694824,0,32,256
208,-25,0.9999694824,3,64,256
208,-25,1,0,1,8
208,-25,1,0,2,16
208,-25,1,0,4,32
208,-25,1,0,8,64
208,-25,1,0,16,128
208,-25,1,1,1,6
208,-25,1,1,2,12
208,-25,1,1,4,24
208,-25,1,1,8,48
208,-25,1,1,16,96
208,-25,1,1,32,192
208,-25,1,2,1,5
208,-25,1,2,2,10
208,-25,1,2,4,20
208,-25,1,2,8,40
208,-25,1,2,16,80
208,-25,1,2,32,160
208,-25,1,3,1,4
208,-25,1,3,2,8
208,-25,1,3,4,16
208,-25,1,3,8,32
208,-25,1,3,16,64
208,-25,1,3,32,128
208,-25,1,4,1,3
208,-25,1,4,2,6
208,-25,1,4,4,12
208,-25,1,4,8,24
208,-25,1,4,16,48
208,-25,1,4,32,96
208,-25,1,4,64,192
208,-24.5,0,0,128,1024
208,-24.5,0,1,128,768
208,-24.5,3.0517578125E-05,2,128,640
208,-24.5,0.0099182129,0,64,512
208,-24.5,0.0103759766,3,128,512
208,-24.5,0.5633544922,1,64,384
208,-24.5,0.5901794434,4,128,384
208,-24.5,0.9638366699,2,64,320
208,-24.5,0.9995422363,0,32,256
208,-24.5,0.9996948242,3,64,256
208,-24.5,1,0,1,8
208,-24.5,1,0,2,16
208,-24.5,1,0,4,32
208,-24.5,1,0,8,64
208,-24.5,1,0,16,128
208,-24.5,1,1,1,6
208,-24.5,1,1,2,12
208,-24.5,1,1,4,24
208,-24.5,1,1,8,48
208,-24.5,1,1,16,96
208,-24.5,1,1,32,192
208,-24.5,1,2,1,5
208,-24.5,1,2,2,10
208,-24.5,1,2,4,20
208,-24.5,1,2,8,40
208,-24.5,1,2,16,80
208,-24.5,1,2,32,160
208,-24.5,1,3,1,4
208,-24.5,1,3,2,8
208,-24.5,1,3,4,16
208,-24.5,1,3,8,32
208,-24.5,1,3,16,64
208,-24.5,1,3,32,128
208,-24.5,1,4,1,3
208,-24.5,1,4,2,6
208,-24.5,1,4,4,12
208,-24.5,1,4,8,24
208,-24.5,1,4,16,48
208,-24.5,1,4,32,96
208,-24.5,1,4,64,192
208,-24,0,0,128,1024
208,-24,0,1,128,768
208,-24,0,2,128,640
208,-24,0.0003662109,0,64,512
208,-24,0.0006408691,3,128,512
208,-24,0.2010192871,1,64,384
208,-24,0.2303161621,4,128,384
208,-24,0.8106384277,2,64,320
208,-24,0.9932556152,0,32,256
208,-24,0.9936828613,3,64,256
208,-24,1,0,1,8
208,-24,1,0,2,16
208,-24,1,0,4,32
208,-24,1,0,8,64
208,-24,1,0,16,128
208,-24,1,1,1,6
208,-24,1,1,2,12
208,-24,1,1,4,24
208,-24,1,1,8,48
208,-24,1,1,16,96
208,-24,1,1,32,192
208,-24,1,2,1,5
208,-24,1,2,2,10
208,-24,1,2,4,20
208,-24,1,2,8,40
208,-24,1,2,16,80
208,-24,1,2,32,160
208,-24,1,3,1,4
208,-24,1,3,2,8
208,-24,1,3,4,16
208,-24,1,3,8,32
208,-24,1,3,16,64
208,-24,1,3,32,128
208,-24,1,4,1,3
208,-24,1,4,2,6
208,-24,1,4,4,12
208,-24,1,4,8,24
208,-24,1,4,16,48
208,-24,1,4,32,96
208,-24,1,4,64,192
208,-23.5,0,0,128,1024
208,-23.5,0,1,128,768
208,-23.5,0,2,128,640
208,-23.5,3.0517578125E-05,0,64,512
208,-23.5,3.0517578125E-05,3,128,512
208,-23.5,0.0323791504,1,64,384
208,-23.5,0.0422973633,4,128,384
208,-23.5,0.4721374512,2,64,320
208,-23.5,0.9471435547,0,32,256
208,-23.5,0.9474487305,3,64,256
208,-23.5,0.9998474121,1,32,192
208,-23.5,0.9999389648,4,64,192
208,-23.5,1,0,1,8
208,-23.5,1,0,2,16
208,-23.5,1,0,4,32
208,-23.5,1,0,8,64
208,-23.5,1,0,16,128
208,-23.5,1,1,1,6
208,-23.5,1,1,2,12
208,-23.5,1,1,4,24
208,-23.5,1,1,8,48
208,-23.5,1,1,16,96
208,-23.5,1,2,1,5
208,-23.5,1,2,2,10
208,-23.5,1,2,4,20
208,-23.5,1,2,8,40
208,-23.5,1,2,16,80
208,-23.5,1,2,32,160
208,-23.5,1,3,1,4
208,-23.5,1,3,2,8
208,-23.5,1,3,4,16
208,-23.5,1,3,8,32
208,-23.5,1,3,16,64
208,-23.5,1,3,32,128
208,-23.5,1,4,1,3
208,-23.5,1,4,2,6
208,-23.5,1,4,4,12
208,-23.5,1,4,8,24
208,-23.5,1,4,16,48
208,-23.5,1,4,32,96
208,-23,0,0,64,512
208,-23,0,0,128,1024
208,-23,0,1,128,768
208,-23,0,2,128,640
208,-23,0,3,128,512
208,-23,0.0021972656,1,64,384
208,-23,0.0032653809,4,128,384
208,-23,0.1481628418,2,64,320
208,-23,0.7493896484,0,32,256
208,-23,0.7548217773,3,64,256
208,-23,0.9984741211,1,32,192
208,-23,0.9984741211,4,64,192
208,-23,0.9999389648,2,32,160
208,-23,1,0,1,8
208,-23,1,0,2,16
208,-23,1,0,4,32
208,-23,1,0,8,64
208,-23,1,0,16,128
208,-23,1,1,1,6
208,-23,1,1,2,12
208,-23,1,1,4,24
208,-23,1,1,8,48
208,-23,1,1,16,96
208,-23,1,2,1,5
208,-23,1,2,2,10
208,-23,1,2,4,20
208,-23,1,2,8,40
208,-23,1,2,16,80
208,-23,1,3,1,4
208,-23,1,3,2,8
208,-23,1,3,4,16
208,-23,1,3,8,32
208,-23,1,3,16,64
208,-23,1,3,32,128
208,-23,1,4,1,3
208,-23,1,4,2,6
208,-23,1,4,4,12
208,-23,1,4,8,24
208,-23,1,4,16,48
208,-23,1,4,32,96
208,-22.5,0,0,64,512
208,-22.5,0,0,128,1024
208,-22.5,0,1,128,768
208,-22.5,0,2,128,640
208,-22.5,0,3,128,512
208,-22.5,3.0517578125E-05,1,64,384
208,-22.5,0.0001525879,4,128,384
208,-22.5,0.0206604004,2,64,320
208,-22.5,0.3865356445,0,32,256
208,-22.5,0.3873291016,3,64,256
208,-22.5,0.9784851074,1,32,192
208,-22.5,0.980682373,4,64,192
208,-22.5,0.9999084473,2,32,160
208,-22.5,1,0,1,8
208,-22.5,1,0,2,16
208,-22.5,1,0,4,32
208,-22.5,1,0,8,64
208,-22.5,1,0,16,128
208,-22.5,1,1,1,6
208,-22.5,1,1,2,12
208,-22.5,1,1,4,24
208,-22.5,1,1,8,48
208,-22.5,1,1,16,96
208,-22.5,1,2,1,5
208,-22.5,1,2,2,10
208,-22.5,1,2,4,20
208,-22.5,1,2,8,40
208,-22.5,1,2,16,80
208,-22.5,1,3,1,4
208,-22.5,1,3,2,8
208,-22.5,1,3,4,16
208,-22.5,1,3,8,32
208,-22.5,1,3,16,64
208,-22.5,1,3,32,128
208,-22.5,1,4,1,3
208,-22.5,1,4,2,6
208,-22.5,1,4,4,12
208,-22.5,1,4,8,24
208,-22.5,1,4,16,48
208,-22.5,1,4,32,96
208,-22,0,0,64,512
208,-22,0,0,128,1024
208,-22,0,1,64,384
208,-22,0,1,128,768
208,-22,0,2,128,640
208,-22,0,3,128,512
208,-22,0,4,128,384
208,-22,0.0012817383,2,64,320
208,-22,0.0970458984,0,32,256
208,-22,0.0984191895,3,64,256
208,-22,0.8668823242,1,32,192
208,-22,0.8833312988,4,64,192
208,-22,0.9966125488,2,32,160
208,-22,0.9999694824,3,32,128
208,-22,1,0,1,8
208,-22,1,0,2,16
208,-22,1,0,4,32
208,-22,1,0,8,64
208,-22,1,0,16,128
208,-22,1,1,1,6
208,-22,1,1,2,12
208,-22,1,1,4,24
208,-22,1,1,8,48
208,-22,1,1,16,96
208,-22,1,2,1,5
208,-22,1,2,2,10
208,-22,1,2,4,20
208,-22,1,2,8,40
208,-22,1,2,16,80
208,-22,1,3,1,4
208,-22,1,3,2,8
208,-22,1,3,4,16
208,-22,1,3,8,32
208,-22,1,3,16,64
208,-22,1,4,1,3
208,-22,1,4,2,6
208,-22,1,4,4,12
208,-22,1,4,8,24
208,-22,1,4,16,48
208,-22,1,4,32,96
208,-21.5,0,0,64,512
208,-21.5,0,0,128,1024
208,-21.5,0,1,64,384
208,-21.5,0,1,128,768
208,-21.5,0,2,128,640
208,-21.5,0,3,128,512
208,-21.5,0,4,128,384
208,-21.5,9.1552734375E-05,2,64,320
208,-21.5,0.0106506348,3,64,256
208,-21.5,0.011505127,0,32,256
208,-21.5,0.5693969727,1,32,192
208,-21.5,0.5987854004,4,64,192
208,-21.5,0.9645996094,2,32,160
208,-21.5,0.9996032715,0,16,128
208,-21.5,0.9996643066,3,32,128
208,-21.5,1,0,1,8
208,-21.5,1,0,2,16
208,-21.5,1,0,4,32
208,-21.5,1,0,8,64
208,-21.5,1,1,1,6
208,-21.5,1,1,2,12
208,-21.5,1,1,4,24
208,-21.5,1,1,8,48
208,-21.5,1,1,16,96
208,-21.5,1,2,1,5
208,-21.5,1,2,2,10
208,-21.5,1,2,4,20
208,-21.5,1,2,8,40
208,-21.5,1,2,16,80
208,-21.5,1,3,1,4
208,-21.5,1,3,2,8
208,-21.5,1,3,4,16
208,-21.5,1,3,8,32
208,-21.5,1,3,16,64
208,-21.5,1,4,1,3
208,-21.5,1,4,2,6
208,-21.5,1,4,4,12
208,-21.5,1,4,8,24
208,-21.5,1,4,16,48
208,-21.5,1,4,32,96
208,-21,0,0,64,512
208,-21,0,0,128,1024
208,-21,0,1,64,384
208,-21,0,1,128,768
208,-21,0,2,64,320
208,-21,0,2,128,640
208,-21,0,3,128,512
208,-21,0,4,128,384
208,-21,0.0003967285,3,64,256
208,-21,0.0004272461,0,32,256
208,-21,0.2059631348,1,32,192
208,-21,0.2348327637,4,64,192
208,-21,0.8122253418,2,32,160
208,-21,0.9940795898,3,32,128
208,-21,0.9942932129,0,16,128
208,-21,1,0,1,8
208,-21,1,0,2,16
208,-21,1,0,4,32
208,-21,1,0,8,64
208,-21,1,1,1,6
208,-21,1,1,2,12
208,-21,1,1,4,24
208,-21,1,1,8,48
208,-21,1,1,16,96
208,-21,1,2,1,5
208,-21,1,2,2,10
208,-21,1,2,4,20
208,-21,1,2,8,40
208,-21,1,2,16,80
208,-21,1,3,1,4
208,-21,1,3,2,8
208,-21,1,3,4,16
208,-21,1,3,8,32
208,-21,1,3,16,64
208,-21,1,4,1,3
208,-21,1,4,2,6
208,-21,1,4,4,12
208,-21,1,4,8,24
208,-21,1,4,16,48
208,-21,1,4,32,96
208,-20.5,0,0,32,256
208,-20.5,0,0,64,512
208,-20.5,0,0,128,1024
208,-20.5,0,1,64,384
208,-20.5,0,1,128,768
208,-20.5,0,2,64,320
208,-20.5,0,2,128,640
208,-20.5,0,3,64,256
208,-20.5,0,3,128,512
208,-20.5,0,4,128,384
208,-20.5,0.033996582,1,32,192
208,-20.5,0.0447387695,4,64,192
208,-20.5,0.4792785645,2,32,160
208,-20.5,0.9488220215,3,32,128
208,-20.5,0.9497070313,0,16,128
208,-20.5,0.9998474121,4,32,96
208,-20.5,0.9999084473,1,16,96
208,-20.5,1,0,1,8
208,-20.5,1,0,2,16
208,-20.5,1,0,4,32
208,-20.5,1,0,8,64
208,-20.5,1,1,1,6
208,-20.5,1,1,2,12
208,-20.5,1,1,4,24
208,-20.5,1,1,8,48
208,-20.5,1,2,1,5
208,-20.5,1,2,2,10
208,-20.5,1,2,4,20
208,-20.5,1,2,8,40
208,-20.5,1,2,16,80
208,-20.5,1,3,1,4
208,-20.5,1,3,2,8
208,-20.5,1,3,4,16
208,-20.5,1,3,8,32
208,-20.5,1,3,16,64
208,-20.5,1,4,1,3
208,-20.5,1,4,2,6
208,-20.5,1,4,4,12
208,-20.5,1,4,8,24
208,-20.5,1,4,16,48
208,-20,0,0,32,256
208,-20,0,0,64,512
208,-20,0,0,128,1024
208,-20,0,1,64,384
208,-20,0,1,128,768
208,-20,0,2,64,320
208,-20,0,2,128,640
208,-20,0,3,64,256
208,-20,0,3,128,512
208,-20,0,4,128,384
208,-20,0.0026245117,1,32,192
208,-20,0.0037231445,4,64,192
208,-20,0.1517944336,2,32,160
208,-20,0.7565917969,0,16,128
208,-20,0.761138916,3,32,128
208,-20,0.9985656738,4,32,96
208,-20,0.9987182617,1,16,96
208,-20,1,0,1,8
208,-20,1,0,2,16
208,-20,1,0,4,32
208,-20,1,0,8,64
208,-20,1,1,1,6
208,-20,1,1,2,12
208,-20,1,1,4,24
208,-20,1,1,8,48
208,-20,1,2,1,5
208,-20,1,2,2,10
208,-20,1,2,4,20
208,-20,1,2,8,40
208,-20,1,2,16,80
208,-20,1,3,1,4
208,-20,1,3,2,8
208,-20,1,3,4,16
208,-20,1,3,8,32
208,-20,1,3,16,64
208,-20,1,4,1,3
208,-20,1,4,2,6
208,-20,1,4,4,12
208,-20,1,4,8,24
208,-20,1,4,16,48
208,-19.5,0,0,32,256
208,-19.5,0,0,64,512
208,-19.5,0,0,128,1024
208,-19.5,0,1,64,384
208,-19.5,0,1,128,768
208,-19.5,0,2,64,320
208,-19.5,0,2,128,640
208,-19.5,0,3,64,256
208,-19.5,0,3,128,512
208,-19.5,0,4,128,384
208,-19.5,9.1552734375E-05,1,32,192
208,-19.5,0.0001831055,4,64,192
208,-19.5,0.0213317871,2,32,160
208,-19.5,0.3939208984,0,16,128
208,-19.5,0.3967895508,3,32,128
208,-19.5,0.9786682129,1,16,96
208,-19.5,0.9813842773,4,32,96
208,-19.5,0.9998474121,2,16,80
208,-19.5,1,0,1,8
208,-19.5,1,0,2,16
208,-19.5,1,0,4,32
208,-19.5,1,0,8,64
208,-19.5,1,1,1,6
208,-19.5,1,1,2,12
208,-19.5,1,1,4,24
208,-19.5,1,1,8,48
208,-19.5,1,2,1,5
208,-19.5,1,2,2,10
208,-19.5,1,2,4,20
208,-19.5,1,2,8,40
208,-19.5,1,3,1,4
208,-19.5,1,3,2,8
208,-19.5,1,3,4,16
208,-19.5,1,3,8,32
208,-19.5,1,3,16,64
208,-19.5,1,4,1,3
208,-19.5,1,4,2,6
208,-19.5,1,4,4,12
208,-19.5,1,4,8,24
208,-19.5,1,4,16,48
208,-19,0,0,32,256
208,-19,0,0,64,512
208,-19,0,0,128,1024
208,-19,0,1,32,192
208,-19,0,1,64,384
208,-19,0,1,128,768
208,-19,0,2,64,320
208,-19,0,2,128,640
208,-19,0,3,64,256
208,-19,0,3,128,512
208,-19,0,4,128,384
208,-19,3.0517578125E-05,4,64,192
208,-19,0.0015563965,2,32,160
208,-19,0.1043701172,3,32,128
208,-19,0.1075134277,0,16,128
208,-19,0.8725280762,1,16,96
208,-19,0.8884887695,4,32,96
208,-19,0.9969787598,2,16,80
208,-19,0.9999389648,0,8,64
208,-19,1,0,1,8
208,-19,1,0,2,16
208,-19,1,0,4,32
208,-19,1,1,1,6
208,-19,1,1,2,12
208,-19,1,1,4,24
208,-19,1,1,8,48
208,-19,1,2,1,5
208,-19,1,2,2,10
208,-19,1,2,4,20
208,-19,1,2,8,40
208,-19,1,3,1,4
208,-19,1,3,2,8
208,-19,1,3,4,16
208,-19,1,3,8,32
208,-19,1,3,16,64
208,-19,1,4,1,3
208,-19,1,4,2,6
208,-19,1,4,4,12
208,-19,1,4,8,24
208,-19,1,4,16,48
208,-18.5,0,0,32,256
208,-18.5,0,0,64,512
208,-18.5,0,0,128,1024
208,-18.5,0,1,32,192
208,-18.5,0,1,64,384
208,-18.5,0,1,128,768
208,-18.5,0,2,64,320
208,-18.5,0,2,128,640
208,-18.5,0,3,64,256
208,-18.5,0,3,128,512
208,-18.5,0,4,64,192
208,-18.5,0,4,128,384
208,-18.5,3.0517578125E-05,2,32,160
208,-18.5,0.011505127,3,32,128
208,-18.5,0.0120849609,0,16,128
208,-18.5,0.5825805664,1,16,96
208,-18.5,0.6076965332,4,32,96
208,-18.5,0.9657897949,2,16,80
208,-18.5,0.9996948242,0,8,64
208,-18.5,0.9996948242,3,16,64
208,-18.5,1,0,1,8
208,-18.5,1,0,2,16
208,-18.5,1,0,4,32
208,-18.5,1,1,1,6
208,-18.5,1,1,2,12
208,-18.5,1,1,4,24
208,-18.5,1,1,8,48
208,-18.5,1,2,1,5
208,-18.5,1,2,2,10
208,-18.5,1,2,4,20
208,-18.5,1,2,8,40
208,-18.5,1,3,1,4
208,-18.5,1,3,2,8
208,-18.5,1,3,4,16
208,-18.5,1,3,8,32
208,-18.5,1,4,1,3
208,-18.5,1,4,2,6
208,-18.5,1,4,4,12
208,-18.5,1,4,8,24
208,-18.5,1,4,16,48
208,-18,0,0,32,256
208,-18,0,0,64,512
208,-18,0,0,128,1024
208,-18,0,1,32,192
208,-18,0,1,64,384
208,-18,0,1,128,768
208,-18,0,2,32,160
208,-18,0,2,64,320
208,-18,0,2,128,640
208,-18,0,3,64,256
208,-18,0,3,128,512
208,-18,0,4,64,192
208,-18,0,4,128,384
208,-18,0.0003662109,3,32,128
208,-18,0.0004882813,0,16,128
208,-18,0.2209472656,1,16,96
208,-18,0.2452087402,4,32,96
208,-18,0.8214111328,2,16,80
208,-18,0.9936828613,0,8,64
208,-18,0.9949035645,3,16,64
208,-18,1,0,1,8
208,-18,1,0,2,16
208,-18,1,0,4,32
208,-18,1,1,1,6
208,-18,1,1,2,12
208,-18,1,1,4,24
208,-18,1,1,8,48
208,-18,1,2,1,5
208,-18,1,2,2,10
208,-18,1,2,4,20
208,-18,1,2,8,40
208,-18,1,3,1,4
208,-18,1,3,2,8
208,-18,1,3,4,16
208,-18,1,3,8,32
208,-18,1,4,1,3
208,-18,1,4,2,6
208,-18,1,4,4,12
208,-18,1,4,8,24
208,-18,1,4,16,48
208,-17.5,0,0,32,256
208,-17.5,0,0,64,512
208,-17.5,0,0,128,1024
208,-17.5,0,1,32,192
208,-17.5,0,1,64,384
208,-17.5,0,1,128,768
208,-17.5,0,2,32,160
208,-17.5,0,2,64,320
208,-17.5,0,2,128,640
208,-17.5,0,3,32,128
208,-17.5,0,3,64,256
208,-17.5,0,3,128,512
208,-17.5,0,4,64,192
208,-17.5,0,4,128,384
208,-17.5,3.0517578125E-05,0,16,128
208,-17.5,0.0380554199,1,16,96
208,-17.5,0.0455322266,4,32,96
208,-17.5,0.4852600098,2,16,80
208,-17.5,0.9499206543,3,16,64
208,-17.5,0.9508972168,0,8,64
208,-17.5,0.9999389648,1,8,48
208,-17.5,1,0,1,8
208,-17.5,1,0,2,16
208,-17.5,1,0,4,32
208,-17.5,1,1,1,6
208,-17.5,1,1,2,12
208,-17.5,1,1,4,24
208,-17.5,1,2,1,5
208,-17.5,1,2,2,10
208,-17.5,1,2,4,20
208,-17.5,1,2,8,40
208,-17.5,1,3,1,4
208,-17.5,1,3,2,8
208,-17.5,1,3,4,16
208,-17.5,1,3,8,32
208,-17.5,1,4,1,3
208,-17.5,1,4,2,6
208,-17.5,1,4,4,12
208,-17.5,1,4,8,24
208,-17.5,1,4,16,48
208,-17,0,0,16,128
208,-17,0,0,32,256
208,-17,0,0,64,512
208,-17,0,0,128,1024
208,-17,0,1,32,192
208,-17,0,1,64,384
208,-17,0,1,128,768
208,-17,0,2,32,160
208,-17,0,2,64,320
208,-17,0,2,128,640
208,-17,0,3,32,128
208,-17,0,3,64,256
208,-17,0,3,128,512
208,-17,0,4,64,192
208,-17,0,4,128,384
208,-17,0.0024719238,1,16,96
208,-17,0.0044250488,4,32,96
208,-17,0.1550598145,2,16,80
208,-17,0.763885498,0,8,64
208,-17,0.7684326172,3,16,64
208,-17,0.9981689453,1,8,48
208,-17,0.9986877441,4,16,48
208,-17,1,0,1,8
208,-17,1,0,2,16
208,-17,1,0,4,32
208,-17,1,1,1,6
208,-17,1,1,2,12
208,-17,1,1,4,24
208,-17,1,2,1,5
208,-17,1,2,2,10
208,-17,1,2,4,20
208,-17,1,2,8,40
208,-17,1,3,1,4
208,-17,1,3,2,8
208,-17,1,3,4,16
208,-17,1,3,8,32
208,-17,1,4,1,3
208,-17,1,4,2,6
208,-17,1,4,4,12
208,-17,1,4,8,24
208,-16.5,0,0,16,128
208,-16.5,0,0,32,256
208,-16.5,0,0,64,512
208,-16.5,0,0,128,1024
208,-16.5,0,1,32,192
208,-16.5,0,1,64,384
208,-16.5,0,1,128,768
208,-16.5,0,2,32,160
208,-16.5,0,2,64,320
208,-16.5,0,2,128,640
208,-16.5,0,3,32,128
208,-16.5,0,3,64,256
208,-16.5,0,3,128,512
208,-16.5,0,4,64,192
208,-16.5,0,4,128,384
208,-16.5,3.0517578125E-05,1,16,96
208,-16.5,0.0003051758,4,32,96
208,-16.5,0.0211486816,2,16,80
208,-16.5,0.3992004395,0,8,64
208,-16.5,0.4026794434,3,16,64
208,-16.5,0.9812927246,1,8,48
208,-16.5,0.9831237793,4,16,48
208,-16.5,0.9998168945,2,8,40
208,-16.5,1,0,1,8
208,-16.5,1,0,2,16
208,-16.5,1,0,4,32
208,-16.5,1,1,1,6
208,-16.5,1,1,2,12
208,-16.5,1,1,4,24
208,-16.5,1,2,1,5
208,-16.5,1,2,2,10
208,-16.5,1,2,4,20
208,-16.5,1,3,1,4
208,-16.5,1,3,2,8
208,-16.5,1,3,4,16
208,-16.5,1,3,8,32
208,-16.5,1,4,1,3
208,-16.5,1,4,2,6
208,-16.5,1,4,4,12
208,-16.5,1,4,8,24
208,-16,0,0,16,128
208,-16,0,0,32,256
208,-16,0,0,64,512
208,-16,0,0,128,1024
208,-16,0,1,16,96
208,-16,0,1,32,192
208,-16,0,1,64,384
208,-16,0,1,128,768
208,-16,0,2,32,160
208,-16,0,2,64,320
208,-16,0,2,128,640
208,-16,0,3,32,128
208,-16,0,3,64,256
208,-16,0,3,128,512
208,-16,0,4,32,96
208,-16,0,4,64,192
208,-16,0,4,128,384
208,-16,0.001159668,2,16,80
208,-16,0.1054382324,3,16,64
208,-16,0.1078491211,0,8,64
208,-16,0.8767089844,1,8,48
208,-16,0.8896789551,4,16,48
208,-16,0.9969177246,2,8,40
208,-16,0.9999694824,0,4,32
208,-16,0.9999694824,3,8,32
208,-16,1,0,1,8
208,-16,1,0,2,16
208,-16,1,1,1,6
208,-16,1,1,2,12
208,-16,1,1,4,24
208,-16,1,2,1,5
208,-16,1,2,2,10
208,-16,1,2,4,20
208,-16,1,3,1,4
208,-16,1,3,2,8
208,-16,1,3,4,16
208,-16,1,4,1,3
208,-16,1,4,2,6
208,-16,1,4,4,12
208,-16,1,4,8,24
208,-15.5,0,0,16,128
208,-15.5,0,0,32,256
208,-15.5,0,0,64,512
208,-15.5,0,0,128,1024
208,-15.5,0,1,16,96
208,-15.5,0,1,32,192
208,-15.5,0,1,64,384
208,-15.5,0,1,128,768
208,-15.5,0,2,16,80
208,-15.5,0,2,32,160
208,-15.5,0,2,64,320
208,-15.5,0,2,128,640
208,-15.5,0,3,32,128
208,-15.5,0,3,64,256
208,-15.5,0,3,128,512
208,-15.5,0,4,32,96
208,-15.5,0,4,64,192
208,-15.5,0,4,128,384
208,-15.5,0.0125732422,0,8,64
208,-15.5,0.0129699707,3,16,64
208,-15.5,0.5846252441,1,8,48
208,-15.5,0.6136779785,4,16,48
208,-15.5,0.9664306641,2,8,40
208,-15.5,0.9995422363,0,4,32
208,-15.5,0.9996032715,3,8,32
208,-15.5,1,0,1,8
208,-15.5,1,0,2,16
208,-15.5,1,1,1,6
208,-15.5,1,1,2,12
208,-15.5,1,1,4,24
208,-15.5,1,2,1,5
208,-15.5,1,2,2,10
208,-15.5,1,2,4,20
208,-15.5,1,3,1,4
208,-15.5,1,3,2,8
208,-15.5,1,3,4,16
208,-15.5,1,4,1,3
208,-15.5,1,4,2,6
208,-15.5,1,4,4,12
208,-15.5,1,4,8,24
208,-15,0,0,16,128
208,-15,0,0,32,256
208,-15,0,0,64,512
208,-15,0,0,128,1024
208,-15,0,1,16,96
208,-15,0,1,32,192
208,-15,0,1,64,384
208,-15,0,1,128,768
208,-15,0,2,16,80
208,-15,0,2,32,160
208,-15,0,2,64,320
208,-15,0,2,128,640
208,-15,0,3,32,128
208,-15,0,3,64,256
208,-15,0,3,128,512
208,-15,0,4,32,96
208,-15,0,4,64,192
208,-15,0,4,128,384
208,-15,0.0007019043,3,16,64
208,-15,0.0007629395,0,8,64
208,-15,0.2230834961,1,8,48
208,-15,0.2534484863,4,16,48
208,-15,0.8243408203,2,8,40
208,-15,0.994934082,3,8,32
208,-15,0.9949951172,0,4,32
208,-15,1,0,1,8
208,-15,1,0,2,16
208,-15,1,1,1,6
208,-15,1,1,2,12
208,-15,1,1,4,24
208,-15,1,2,1,5
208,-15,1,2,2,10
208,-15,1,2,4,20
208,-15,1,3,1,4
208,-15,1,3,2,8
208,-15,1,3,4,16
208,-15,1,4,1,3
208,-15,1,4,2,6
208,-15,1,4,4,12
208,-15,1,4,8,24
208,-14.5,0,0,8,64
208,-14.5,0,0,16,128
208,-14.5,0,0,32,256
208,-14.5,0,0,64,512
208,-14.5,0,0,128,1024
208,-14.5,0,1,16,96
208,-14.5,0,1,32,192
208,-14.5,0,1,64,384
208,-14.5,0,1,128,768
208,-14.5,0,2,16,80
208,-14.5,0,2,32,160
208,-14.5,0,2,64,320
208,-14.5,0,2,128,640
208,-14.5,0,3,32,128
208,-14.5,0,3,64,256
208,-14.5,0,3,128,512
208,-14.5,0,4,32,96
208,-14.5,0,4,64,192
208,-14.5,0,4,128,384
208,-14.5,3.0517578125E-05,3,16,64
208,-14.5,0.0379333496,1,8,48
208,-14.5,0.0495300293,4,16,48
208,-14.5,0.4936828613,2,8,40
208,-14.5,0.9531555176,0,4,32
208,-14.5,0.9537658691,3,8,32
208,-14.5,0.9998474121,1,4,24
208,-14.5,0.9998779297,4,8,24
208,-14.5,1,0,1,8
208,-14.5,1,0,2,16
208,-14.5,1,1,1,6
208,-14.5,1,1,2,12
208,-14.5,1,2,1,5
208,-14.5,1,2,2,10
208,-14.5,1,2,4,20
208,-14.5,1,3,1,4
208,-14.5,1,3,2,8
208,-14.5,1,3,4,16
208,-14.5,1,4,1,3
208,-14.5,1,4,2,6
208,-14.5,1,4,4,12
208,-14,0,0,8,64
208,-14,0,0,16,128
208,-14,0,0,32,256
208,-14,0,0,64,512
208,-14,0,0,128,1024
208,-14,0,1,16,96
208,-14,0,1,32,192
208,-14,0,1,64,384
208,-14,0,1,128,768
208,-14,0,2,16,80
208,-14,0,2,32,160
208,-14,0,2,64,320
208,-14,0,2,128,640
208,-14,0,3,16,64
208,-14,0,3,32,128
208,-14,0,3,64,256
208,-14,0,3,128,512
208,-14,0,4,32,96
208,-14,0,4,64,192
208,-14,0,4,128,384
208,-14,0.0023498535,1,8,48
208,-14,0.0036621094,4,16,48
208,-14,0.1579284668,2,8,40
208,-14,0.7697143555,3,8,32
208,-14,0.7704772949,0,4,32
208,-14,0.9985656738,1,4,24
208,-14,0.9988708496,4,8,24
208,-14,0.9999694824,2,4,20
208,-14,1,0,1,8
208,-14,1,0,2,16
208,-14,1,1,1,6
