tbs,snr,bler,itbs,nr,nru
256,1.5,0,2,1,6
256,1.5,0,2,2,12
256,1.5,0,2,4,24
256,1.5,0,2,8,48
256,1.5,0,2,16,96
256,1.5,0,2,32,192
256,1.5,0,2,64,384
256,1.5,0,2,128,768
256,1.5,0,3,1,5
256,1.5,0,3,2,10
256,1.5,0,3,4,20
256,1.5,0,3,8,40
256,1.5,0,3,16,80
256,1.5,0,3,32,160
256,1.5,0,3,64,320
256,1.5,0,3,128,640
256,1.5,0,4,1,4
256,1.5,0,4,2,8
256,1.5,0,4,4,16
256,1.5,0,4,8,32
256,1.5,0,4,16,64
256,1.5,0,4,32,128
256,1.5,0,4,64,256
256,1.5,0,4,128,512
256,1.5,0,6,1,3
256,1.5,0,6,2,6
256,1.5,0,6,4,12
256,1.5,0,6,8,24
256,1.5,0,6,16,48
256,1.5,0,6,32,96
256,1.5,0,6,64,192
256,1.5,0,6,128,384
256,1.5,0,8,2,4
256,1.5,0,8,4,8
256,1.5,0,8,8,16
256,1.5,0,8,16,32
256,1.5,0,8,32,64
256,1.5,0,8,64,128
256,1.5,0,8,128,256
256,1.5,0.1855773926,8,1,2
256,2,0,0,1,10
256,2,0,0,2,20
256,2,0,0,4,40
256,2,0,0,8,80
256,2,0,0,16,160
256,2,0,0,32,320
256,2,0,0,64,640
256,2,0,0,128,1280
256,2,0,1,1,8
256,2,0,1,2,16
256,2,0,1,4,32
256,2,0,1,8,64
256,2,0,1,16,128
256,2,0,1,32,256
256,2,0,1,64,512
256,2,0,1,128,1024
256,2,0,2,1,6
256,2,0,2,2,12
256,2,0,2,4,24
256,2,0,2,8,48
256,2,0,2,16,96
256,2,0,2,32,192
256,2,0,2,64,384
256,2,0,2,128,768
256,2,0,3,1,5
256,2,0,3,2,10
256,2,0,3,4,20
256,2,0,3,8,40
256,2,0,3,16,80
256,2,0,3,32,160
256,2,0,3,64,320
256,2,0,3,128,640
256,2,0,4,1,4
256,2,0,4,2,8
256,2,0,4,4,16
256,2,0,4,8,32
256,2,0,4,16,64
256,2,0,4,32,128
256,2,0,4,64,256
256,2,0,4,128,512
256,2,0,6,1,3
256,2,0,6,2,6
256,2,0,6,4,12
256,2,0,6,8,24
256,2,0,6,16,48
256,2,0,6,32,96
256,2,0,6,64,192
256,2,0,6,128,384
256,2,0,8,2,4
256,2,0,8,4,8
256,2,0,8,8,16
256,2,0,8,16,32
256,2,0,8,32,64
256,2,0,8,64,128
256,2,0,8,128,256
256,2,0.0421447754,8,1,2
256,2.5,0,0,1,10
256,2.5,0,0,2,20
256,2.5,0,0,4,40
256,2.5,0,0,8,80
256,2.5,0,0,16,160
256,2.5,0,0,32,320
256,2.5,0,0,64,640
256,2.5,0,0,128,1280
256,2.5,0,1,1,8
256,2.5,0,1,2,16
256,2.5,0,1,4,32
256,2.5,0,1,8,64
256,2.5,0,1,16,128
256,2.5,0,1,32,256
256,2.5,0,1,64,512
256,2.5,0,1,128,1024
256,2.5,0,2,1,6
256,2.5,0,2,2,12
256,2.5,0,2,4,24
256,2.5,0,2,8,48
256,2.5,0,2,16,96
256,2.5,0,2,32,192
256,2.5,0,2,64,384
256,2.5,0,2,128,768
256,2.5,0,3,1,5
256,2.5,0,3,2,10
256,2.5,0,3,4,20
256,2.5,0,3,8,40
256,2.5,0,3,16,80
256,2.5,0,3,32,160
256,2.5,0,3,64,320
256,2.5,0,3,128,640
256,2.5,0,4,1,4
256,2.5,0,4,2,8
256,2.5,0,4,4,16
256,2.5,0,4,8,32
256,2.5,0,4,16,64
256,2.5,0,4,32,128
256,2.5,0,4,64,256
256,2.5,0,4,128,512
256,2.5,0,6,1,3
256,2.5,0,6,2,6
256,2.5,0,6,4,12
256,2.5,0,6,8,24
256,2.5,0,6,16,48
256,2.5,0,6,32,96
256,2.5,0,6,64,192
256,2.5,0,6,128,384
256,2.5,0,8,2,4
256,2.5,0,8,4,8
256,2.5,0,8,8,16
256,2.5,0,8,16,32
256,2.5,0,8,32,64
256,2.5,0,8,64,128
256,2.5,0,8,128,256
256,2.5,0.0065612793,8,1,2
256,3,0,0,1,10
256,3,0,0,2,20
256,3,0,0,4,40
256,3,0,0,8,80
256,3,0,0,16,160
256,3,0,0,32,320
256,3,0,0,64,640
256,3,0,0,128,1280
256,3,0,1,1,8
256,3,0,1,2,16
256,3,0,1,4,32
256,3,0,1,8,64
256,3,0,1,16,128
256,3,0,1,32,256
256,3,0,1,64,512
256,3,0,1,128,1024
256,3,0,2,1,6
256,3,0,2,2,12
256,3,0,2,4,24
256,3,0,2,8,48
256,3,0,2,16,96
256,3,0,2,32,192
256,3,0,2,64,384
256,3,0,2,128,768
256,3,0,3,1,5
256,3,0,3,2,10
256,3,0,3,4,20
256,3,0,3,8,40
256,3,0,3,16,80
256,3,0,3,32,160
256,3,0,3,64,320
256,3,0,3,128,640
256,3,0,4,1,4
256,3,0,4,2,8
256,3,0,4,4,16
256,3,0,4,8,32
256,3,0,4,16,64
256,3,0,4,32,128
256,3,0,4,64,256
256,3,0,4,128,512
256,3,0,6,1,3
256,3,0,6,2,6
256,3,0,6,4,12
256,3,0,6,8,24
256,3,0,6,16,48
256,3,0,6,32,96
256,3,0,6,64,192
256,3,0,6,128,384
256,3,0,8,2,4
256,3,0,8,4,8
256,3,0,8,8,16
256,3,0,8,16,32
256,3,0,8,32,64
256,3,0,8,64,128
256,3,0,8,128,256
256,3,0.0008850098,8,1,2
256,3.5,0,0,1,10
256,3.5,0,0,2,20
256,3.5,0,0,4,40
256,3.5,0,0,8,80
256,3.5,0,0,16,160
256,3.5,0,0,32,320
256,3.5,0,0,64,640
256,3.5,0,0,128,1280
256,3.5,0,1,1,8
256,3.5,0,1,2,16
256,3.5,0,1,4,32
256,3.5,0,1,8,64
256,3.5,0,1,16,128
256,3.5,0,1,32,256
256,3.5,0,1,64,512
256,3.5,0,1,128,1024
256,3.5,0,2,1,6
256,3.5,0,2,2,12
256,3.5,0,2,4,24
256,3.5,0,2,8,48
256,3.5,0,2,16,96
256,3.5,0,2,32,192
256,3.5,0,2,64,384
256,3.5,0,2,128,768
256,3.5,0,3,1,5
256,3.5,0,3,2,10
256,3.5,0,3,4,20
256,3.5,0,3,8,40
256,3.5,0,3,16,80
256,3.5,0,3,32,160
256,3.5,0,3,64,320
256,3.5,0,3,128,640
256,3.5,0,4,1,4
256,3.5,0,4,2,8
256,3.5,0,4,4,16
256,3.5,0,4,8,32
256,3.5,0,4,16,64
256,3.5,0,4,32,128
256,3.5,0,4,64,256
256,3.5,0,4,128,512
256,3.5,0,6,1,3
256,3.5,0,6,2,6
256,3.5,0,6,4,12
256,3.5,0,6,8,24
256,3.5,0,6,16,48
256,3.5,0,6,32,96
256,3.5,0,6,64,192
256,3.5,0,6,128,384
256,3.5,0,8,2,4
256,3.5,0,8,4,8
256,3.5,0,8,8,16
256,3.5,0,8,16,32
256,3.5,0,8,32,64
256,3.5,0,8,64,128
256,3.5,0,8,128,256
256,3.5,0.0001525879,8,1,2
256,4,0,0,1,10
256,4,0,0,2,20
256,4,0,0,4,40
256,4,0,0,8,80
256,4,0,0,16,160
256,4,0,0,32,320
256,4,0,0,64,640
256,4,0,0,128,1280
256,4,0,1,1,8
256,4,0,1,2,16
256,4,0,1,4,32
256,4,0,1,8,64
256,4,0,1,16,128
256,4,0,1,32,256
256,4,0,1,64,512
256,4,0,1,128,1024
256,4,0,2,1,6
256,4,0,2,2,12
256,4,0,2,4,24
256,4,0,2,8,48
256,4,0,2,16,96
256,4,0,2,32,192
256,4,0,2,64,384
256,4,0,2,128,768
256,4,0,3,1,5
256,4,0,3,2,10
256,4,0,3,4,20
256,4,0,3,8,40
256,4,0,3,16,80
256,4,0,3,32,160
256,4,0,3,64,320
256,4,0,3,128,640
256,4,0,4,1,4
256,4,0,4,2,8
256,4,0,4,4,16
256,4,0,4,8,32
256,4,0,4,16,64
256,4,0,4,32,128
256,4,0,4,64,256
256,4,0,4,128,512
256,4,0,6,1,3
256,4,0,6,2,6
256,4,0,6,4,12
256,4,0,6,8,24
256,4,0,6,16,48
256,4,0,6,32,96
256,4,0,6,64,192
256,4,0,6,128,384
256,4,0,8,2,4
256,4,0,8,4,8
256,4,0,8,8,16
256,4,0,8,16,32
256,4,0,8,32,64
256,4,0,8,64,128
256,4,0,8,128,256
256,4,3.0517578125E-05,8,1,2
256,4.5,0,0,1,10
256,4.5,0,0,2,20
256,4.5,0,0,4,40
256,4.5,0,0,8,80
256,4.5,0,0,16,160
256,4.5,0,0,32,320
256,4.5,0,0,64,640
256,4.5,0,0,128,1280
256,4.5,0,1,1,8
256,4.5,0,1,2,16
256,4.5,0,1,4,32
256,4.5,0,1,8,64
256,4.5,0,1,16,128
256,4.5,0,1,32,256
256,4.5,0,1,64,512
256,4.5,0,1,128,1024
256,4.5,0,2,1,6
256,4.5,0,2,2,12
256,4.5,0,2,4,24
256,4.5,0,2,8,48
256,4.5,0,2,16,96
256,4.5,0,2,32,192
256,4.5,0,2,64,384
256,4.5,0,2,128,768
256,4.5,0,3,1,5
256,4.5,0,3,2,10
256,4.5,0,3,4,20
256,4.5,0,3,8,40
256,4.5,0,3,16,80
256,4.5,0,3,32,160
256,4.5,0,3,64,320
256,4.5,0,3,128,640
256,4.5,0,4,1,4
256,4.5,0,4,2,8
256,4.5,0,4,4,16
256,4.5,0,4,8,32
256,4.5,0,4,16,64
256,4.5,0,4,32,128
256,4.5,0,4,64,256
256,4.5,0,4,128,512
256,4.5,0,6,1,3
256,4.5,0,6,2,6
256,4.5,0,6,4,12
256,4.5,0,6,8,24
256,4.5,0,6,16,48
256,4.5,0,6,32,96
256,4.5,0,6,64,192
256,4.5,0,6,128,384
256,4.5,0,8,2,4
256,4.5,0,8,4,8
256,4.5,0,8,8,16
256,4.5,0,8,16,32
256,4.5,0,8,32,64
256,4.5,0,8,64,128
256,4.5,0,8,128,256
256,4.5,3.0517578125E-05,8,1,2
256,5,0,0,1,10
256,5,0,0,2,20
256,5,0,0,4,40
256,5,0,0,8,80
256,5,0,0,16,160
256,5,0,0,32,320
256,5,0,0,64,640
256,5,0,0,128,1280
256,5,0,1,1,8
256,5,0,1,2,16
256,5,0,1,4,32
256,5,0,1,8,64
256,5,0,1,16,128
256,5,0,1,32,256
256,5,0,1,64,512
256,5,0,1,128,1024
256,5,0,2,1,6
256,5,0,2,2,12
256,5,0,2,4,24
256,5,0,2,8,48
256,5,0,2,16,96
256,5,0,2,32,192
256,5,0,2,64,384
256,5,0,2,128,768
256,5,0,3,1,5
256,5,0,3,2,10
256,5,0,3,4,20
256,5,0,3,8,40
256,5,0,3,16,80
256,5,0,3,32,160
256,5,0,3,64,320
256,5,0,3,128,640
256,5,0,4,1,4
256,5,0,4,2,8
256,5,0,4,4,16
256,5,0,4,8,32
256,5,0,4,16,64
256,5,0,4,32,128
256,5,0,4,64,256
256,5,0,4,128,512
256,5,0,6,1,3
256,5,0,6,2,6
256,5,0,6,4,12
256,5,0,6,8,24
256,5,0,6,16,48
256,5,0,6,32,96
256,5,0,6,64,192
256,5,0,6,128,384
256,5,0,8,1,2
256,5,0,8,2,4
256,5,0,8,4,8
256,5,0,8,8,16
256,5,0,8,16,32
256,5,0,8,32,64
256,5,0,8,64,128
256,5,0,8,128,256
256,5.5,0,0,1,10
256,5.5,0,0,2,20
256,5.5,0,0,4,40
256,5.5,0,0,8,80
256,5.5,0,0,16,160
256,5.5,0,0,32,320
256,5.5,0,0,64,640
256,5.5,0,0,128,1280
256,5.5,0,1,1,8
256,5.5,0,1,2,16
256,5.5,0,1,4,32
256,5.5,0,1,8,64
256,5.5,0,1,16,128
256,5.5,0,1,32,256
256,5.5,0,1,64,512
256,5.5,0,1,128,1024
256,5.5,0,2,1,6
256,5.5,0,2,2,12
256,5.5,0,2,4,24
256,5.5,0,2,8,48
256,5.5,0,2,16,96
256,5.5,0,2,32,192
256,5.5,0,2,64,384
256,5.5,0,2,128,768
256,5.5,0,3,1,5
256,5.5,0,3,2,10
256,5.5,0,3,4,20
256,5.5,0,3,8,40
256,5.5,0,3,16,80
256,5.5,0,3,32,160
256,5.5,0,3,64,320
256,5.5,0,3,128,640
256,5.5,0,4,1,4
256,5.5,0,4,2,8
256,5.5,0,4,4,16
256,5.5,0,4,8,32
256,5.5,0,4,16,64
256,5.5,0,4,32,128
256,5.5,0,4,64,256
256,5.5,0,4,128,512
256,5.5,0,6,1,3
256,5.5,0,6,2,6
256,5.5,0,6,4,12
256,5.5,0,6,8,24
256,5.5,0,6,16,48
256,5.5,0,6,32,96
256,5.5,0,6,64,192
256,5.5,0,6,128,384
256,5.5,0,8,1,2
256,5.5,0,8,2,4
256,5.5,0,8,4,8
256,5.5,0,8,8,16
256,5.5,0,8,16,32
256,5.5,0,8,32,64
256,5.5,0,8,64,128
256,5.5,0,8,128,256
256,6,0,0,1,10
256,6,0,0,2,20
256,6,0,0,4,40
256,6,0,0,8,80
256,6,0,0,16,160
256,6,0,0,32,320
256,6,0,0,64,640
256,6,0,0,128,1280
256,6,0,1,1,8
256,6,0,1,2,16
256,6,0,1,4,32
256,6,0,1,8,64
256,6,0,1,16,128
256,6,0,1,32,256
256,6,0,1,64,512
256,6,0,1,128,1024
256,6,0,2,1,6
256,6,0,2,2,12
256,6,0,2,4,24
256,6,0,2,8,48
256,6,0,2,16,96
256,6,0,2,32,192
256,6,0,2,64,384
256,6,0,2,128,768
256,6,0,3,1,5
256,6,0,3,2,10
256,6,0,3,4,20
256,6,0,3,8,40
256,6,0,3,16,80
256,6,0,3,32,160
256,6,0,3,64,320
256,6,0,3,128,640
256,6,0,4,1,4
256,6,0,4,2,8
256,6,0,4,4,16
256,6,0,4,8,32
256,6,0,4,16,64
256,6,0,4,32,128
256,6,0,4,64,256
256,6,0,4,128,512
256,6,0,6,1,3
256,6,0,6,2,6
256,6,0,6,4,12
256,6,0,6,8,24
256,6,0,6,16,48
256,6,0,6,32,96
256,6,0,6,64,192
256,6,0,6,128,384
256,6,0,8,1,2
256,6,0,8,2,4
256,6,0,8,4,8
256,6,0,8,8,16
256,6,0,8,16,32
256,6,0,8,32,64
256,6,0,8,64,128
256,6,0,8,128,256
256,6.5,0,0,1,10
256,6.5,0,0,2,20
256,6.5,0,0,4,40
256,6.5,0,0,8,80
256,6.5,0,0,16,160
256,6.5,0,0,32,320
256,6.5,0,0,64,640
256,6.5,0,0,128,1280
256,6.5,0,1,1,8
256,6.5,0,1,2,16
256,6.5,0,1,4,32
256,6.5,0,1,8,64
256,6.5,0,1,16,128
256,6.5,0,1,32,256
256,6.5,0,1,64,512
256,6.5,0,1,128,1024
256,6.5,0,2,1,6
256,6.5,0,2,2,12
256,6.5,0,2,4,24
256,6.5,0,2,8,48
256,6.5,0,2,16,96
256,6.5,0,2,32,192
256,6.5,0,2,64,384
256,6.5,0,2,128,768
256,6.5,0,3,1,5
256,6.5,0,3,2,10
256,6.5,0,3,4,20
256,6.5,0,3,8,40
256,6.5,0,3,16,80
256,6.5,0,3,32,160
256,6.5,0,3,64,320
256,6.5,0,3,128,640
256,6.5,0,4,1,4
256,6.5,0,4,2,8
256,6.5,0,4,4,16
256,6.5,0,4,8,32
256,6.5,0,4,16,64
256,6.5,0,4,32,128
256,6.5,0,4,64,256
256,6.5,0,4,128,512
256,6.5,0,6,1,3
256,6.5,0,6,2,6
256,6.5,0,6,4,12
256,6.5,0,6,8,24
256,6.5,0,6,16,48
256,6.5,0,6,32,96
256,6.5,0,6,64,192
256,6.5,0,6,128,384
256,6.5,0,8,1,2
256,6.5,0,8,2,4
256,6.5,0,8,4,8
256,6.5,0,8,8,16
256,6.5,0,8,16,32
256,6.5,0,8,32,64
256,6.5,0,8,64,128
256,6.5,0,8,128,256
256,7,0,0,1,10
256,7,0,0,2,20
256,7,0,0,4,40
256,7,0,0,8,80
256,7,0,0,16,160
256,7,0,0,32,320
256,7,0,0,64,640
256,7,0,0,128,1280
256,7,0,1,1,8
256,7,0,1,2,16
256,7,0,1,4,32
256,7,0,1,8,64
256,7,0,1,16,128
256,7,0,1,32,256
256,7,0,1,64,512
256,7,0,1,128,1024
256,7,0,2,1,6
256,7,0,2,2,12
256,7,0,2,4,24
256,7,0,2,8,48
256,7,0,2,16,96
256,7,0,2,32,192
256,7,0,2,64,384
256,7,0,2,128,768
256,7,0,3,1,5
256,7,0,3,2,10
256,7,0,3,4,20
256,7,0,3,8,40
256,7,0,3,16,80
256,7,0,3,32,160
256,7,0,3,64,320
256,7,0,3,128,640
256,7,0,4,1,4
256,7,0,4,2,8
256,7,0,4,4,16
256,7,0,4,8,32
256,7,0,4,16,64
256,7,0,4,32,128
256,7,0,4,64,256
256,7,0,4,128,512
256,7,0,6,1,3
256,7,0,6,2,6
256,7,0,6,4,12
256,7,0,6,8,24
256,7,0,6,16,48
256,7,0,6,32,96
256,7,0,6,64,192
256,7,0,6,128,384
256,7,0,8,1,2
256,7,0,8,2,4
256,7,0,8,4,8
256,7,0,8,8,16
256,7,0,8,16,32
256,7,0,8,32,64
256,7,0,8,64,128
256,7,0,8,128,256
256,7.5,0,0,1,10
256,7.5,0,0,2,20
256,7.5,0,0,4,40
256,7.5,0,0,8,80
256,7.5,0,0,16,160
256,7.5,0,0,32,320
256,7.5,0,0,64,640
256,7.5,0,0,128,1280
256,7.5,0,1,1,8
256,7.5,0,1,2,16
256,7.5,0,1,4,32
256,7.5,0,1,8,64
256,7.5,0,1,16,128
256,7.5,0,1,32,256
256,7.5,0,1,64,512
256,7.5,0,1,128,1024
256,7.5,0,2,1,6
256,7.5,0,2,2,12
256,7.5,0,2,4,24
256,7.5,0,2,8,48
256,7.5,0,2,16,96
256,7.5,0,2,32,192
256,7.5,0,2,64,384
256,7.5,0,2,128,768
256,7.5,0,3,1,5
256,7.5,0,3,2,10
256,7.5,0,3,4,20
256,7.5,0,3,8,40
256,7.5,0,3,16,80
256,7.5,0,3,32,160
256,7.5,0,3,64,320
256,7.5,0,3,128,640
256,7.5,0,4,1,4
256,7.5,0,4,2,8
256,7.5,0,4,4,16
256,7.5,0,4,8,32
256,7.5,0,4,16,64
256,7.5,0,4,32,128
256,7.5,0,4,64,256
256,7.5,0,4,128,512
256,7.5,0,6,1,3
256,7.5,0,6,2,6
256,7.5,0,6,4,12
256,7.5,0,6,8,24
256,7.5,0,6,16,48
256,7.5,0,6,32,96
256,7.5,0,6,64,192
256,7.5,0,6,128,384
256,7.5,0,8,1,2
256,7.5,0,8,2,4
256,7.5,0,8,4,8
256,7.5,0,8,8,16
256,7.5,0,8,16,32
256,7.5,0,8,32,64
256,7.5,0,8,64,128
256,7.5,0,8,128,256
256,8,0,0,1,10
256,8,0,0,2,20
256,8,0,0,4,40
256,8,0,0,8,80
256,8,0,0,16,160
256,8,0,0,32,320
256,8,0,0,64,640
256,8,0,0,128,1280
256,8,0,1,1,8
256,8,0,1,2,16
256,8,0,1,4,32
256,8,0,1,8,64
256,8,0,1,16,128
256,8,0,1,32,256
256,8,0,1,64,512
256,8,0,1,128,1024
256,8,0,2,1,6
256,8,0,2,2,12
256,8,0,2,4,24
256,8,0,2,8,48
256,8,0,2,16,96
256,8,0,2,32,192
256,8,0,2,64,384
256,8,0,2,128,768
256,8,0,3,1,5
256,8,0,3,2,10
256,8,0,3,4,20
256,8,0,3,8,40
256,8,0,3,16,80
256,8,0,3,32,160
256,8,0,3,64,320
256,8,0,3,128,640
256,8,0,4,1,4
256,8,0,4,2,8
256,8,0,4,4,16
256,8,0,4,8,32
256,8,0,4,16,64
256,8,0,4,32,128
256,8,0,4,64,256
256,8,0,4,128,512
256,8,0,6,1,3
256,8,0,6,2,6
256,8,0,6,4,12
256,8,0,6,8,24
256,8,0,6,16,48
256,8,0,6,32,96
256,8,0,6,64,192
256,8,0,6,128,384
256,8,0,8,1,2
256,8,0,8,2,4
256,8,0,8,4,8
256,8,0,8,8,16
256,8,0,8,16,32
256,8,0,8,32,64
256,8,0,8,64,128
256,8,0,8,128,256
256,8.5,0,0,1,10
256,8.5,0,0,2,20
256,8.5,0,0,4,40
256,8.5,0,0,8,80
256,8.5,0,0,16,160
256,8.5,0,0,32,320
256,8.5,0,0,64,640
256,8.5,0,0,128,1280
256,8.5,0,1,1,8
256,8.5,0,1,2,16
256,8.5,0,1,4,32
256,8.5,0,1,8,64
256,8.5,0,1,16,128
256,8.5,0,1,32,256
256,8.5,0,1,64,512
256,8.5,0,1,128,1024
256,8.5,0,2,1,6
256,8.5,0,2,2,12
256,8.5,0,2,4,24
256,8.5,0,2,8,48
256,8.5,0,2,16,96
256,8.5,0,2,32,192
256,8.5,0,2,64,384
256,8.5,0,2,128,768
256,8.5,0,3,1,5
256,8.5,0,3,2,10
256,8.5,0,3,4,20
256,8.5,0,3,8,40
256,8.5,0,3,16,80
256,8.5,0,3,32,160
256,8.5,0,3,64,320
256,8.5,0,3,128,640
256,8.5,0,4,1,4
256,8.5,0,4,2,8
256,8.5,0,4,4,16
256,8.5,0,4,8,32
256,8.5,0,4,16,64
256,8.5,0,4,32,128
256,8.5,0,4,64,256
256,8.5,0,4,128,512
256,8.5,0,6,1,3
256,8.5,0,6,2,6
256,8.5,0,6,4,12
256,8.5,0,6,8,24
256,8.5,0,6,16,48
256,8.5,0,6,32,96
256,8.5,0,6,64,192
256,8.5,0,6,128,384
256,8.5,0,8,1,2
256,8.5,0,8,2,4
256,8.5,0,8,4,8
256,8.5,0,8,8,16
256,8.5,0,8,16,32
256,8.5,0,8,32,64
256,8.5,0,8,64,128
256,8.5,0,8,128,256
256,9,0,0,1,10
256,9,0,0,2,20
256,9,0,0,4,40
256,9,0,0,8,80
256,9,0,0,16,160
256,9,0,0,32,320
256,9,0,0,64,640
256,9,0,0,128,1280
256,9,0,1,1,8
256,9,0,1,2,16
256,9,0,1,4,32
256,9,0,1,8,64
256,9,0,1,16,128
256,9,0,1,32,256
256,9,0,1,64,512
256,9,0,1,128,1024
256,9,0,2,1,6
256,9,0,2,2,12
256,9,0,2,4,24
256,9,0,2,8,48
256,9,0,2,16,96
256,9,0,2,32,192
256,9,0,2,64,384
256,9,0,2,128,768
256,9,0,3,1,5
256,9,0,3,2,10
256,9,0,3,4,20
256,9,0,3,8,40
256,9,0,3,16,80
256,9,0,3,32,160
256,9,0,3,64,320
256,9,0,3,128,640
256,9,0,4,1,4
256,9,0,4,2,8
256,9,0,4,4,16
256,9,0,4,8,32
256,9,0,4,16,64
256,9,0,4,32,128
256,9,0,4,64,256
256,9,0,4,128,512
256,9,0,6,1,3
256,9,0,6,2,6
256,9,0,6,4,12
256,9,0,6,8,24
256,9,0,6,16,48
256,9,0,6,32,96
256,9,0,6,64,192
256,9,0,6,128,384
256,9,0,8,1,2
256,9,0,8,2,4
256,9,0,8,4,8
256,9,0,8,8,16
256,9,0,8,16,32
256,9,0,8,32,64
256,9,0,8,64,128
256,9,0,8,128,256
256,9.5,0,0,1,10
256,9.5,0,0,2,20
256,9.5,0,0,4,40
256,9.5,0,0,8,80
256,9.5,0,0,16,160
256,9.5,0,0,32,320
256,9.5,0,0,64,640
256,9.5,0,0,128,1280
256,9.5,0,1,1,8
256,9.5,0,1,2,16
256,9.5,0,1,4,32
256,9.5,0,1,8,64
256,9.5,0,1,16,128
256,9.5,0,1,32,256
256,9.5,0,1,64,512
256,9.5,0,1,128,1024
256,9.5,0,2,1,6
256,9.5,0,2,2,12
256,9.5,0,2,4,24
256,9.5,0,2,8,48
256,9.5,0,2,16,96
256,9.5,0,2,32,192
256,9.5,0,2,64,384
256,9.5,0,2,128,768
256,9.5,0,3,1,5
256,9.5,0,3,2,10
256,9.5,0,3,4,20
256,9.5,0,3,8,40
256,9.5,0,3,16,80
256,9.5,0,3,32,160
256,9.5,0,3,64,320
256,9.5,0,3,128,640
256,9.5,0,4,1,4
256,9.5,0,4,2,8
256,9.5,0,4,4,16
256,9.5,0,4,8,32
256,9.5,0,4,16,64
256,9.5,0,4,32,128
256,9.5,0,4,64,256
256,9.5,0,4,128,512
256,9.5,0,6,1,3
256,9.5,0,6,2,6
256,9.5,0,6,4,12
256,9.5,0,6,8,24
256,9.5,0,6,16,48
256,9.5,0,6,32,96
256,9.5,0,6,64,192
256,9.5,0,6,128,384
256,9.5,0,8,1,2
256,9.5,0,8,2,4
256,9.5,0,8,4,8
256,9.5,0,8,8,16
256,9.5,0,8,16,32
256,9.5,0,8,32,64
256,9.5,0,8,64,128
256,9.5,0,8,128,256
256,10,0,0,1,10
256,10,0,0,2,20
256,10,0,0,4,40
256,10,0,0,8,80
256,10,0,0,16,160
256,10,0,0,32,320
256,10,0,0,64,640
256,10,0,0,128,1280
256,10,0,1,1,8
256,10,0,1,2,16
256,10,0,1,4,32
256,10,0,1,8,64
256,10,0,1,16,128
256,10,0,1,32,256
256,10,0,1,64,512
256,10,0,1,128,1024
256,10,0,2,1,6
256,10,0,2,2,12
256,10,0,2,4,24
256,10,0,2,8,48
256,10,0,2,16,96
256,10,0,2,32,192
256,10,0,2,64,384
256,10,0,2,128,768
256,10,0,3,1,5
256,10,0,3,2,10
256,10,0,3,4,20
256,10,0,3,8,40
256,10,0,3,16,80
256,10,0,3,32,160
256,10,0,3,64,320
256,10,0,3,128,640
256,10,0,4,1,4
256,10,0,4,2,8
256,10,0,4,4,16
256,10,0,4,8,32
256,10,0,4,16,64
256,10,0,4,32,128
256,10,0,4,64,256
256,10,0,4,128,512
256,10,0,6,1,3
256,10,0,6,2,6
256,10,0,6,4,12
256,10,0,6,8,24
256,10,0,6,16,48
256,10,0,6,32,96
256,10,0,6,64,192
256,10,0,6,128,384
256,10,0,8,1,2
256,10,0,8,2,4
256,10,0,8,4,8
256,10,0,8,8,16
256,10,0,8,16,32
256,10,0,8,32,64
256,10,0,8,64,128
256,10,0,8,128,256
256,10.5,0,0,1,10
256,10.5,0,0,2,20
256,10.5,0,0,4,40
256,10.5,0,0,8,80
256,10.5,0,0,16,160
256,10.5,0,0,32,320
256,10.5,0,0,64,640
256,10.5,0,0,128,1280
256,10.5,0,1,1,8
256,10.5,0,1,2,16
256,10.5,0,1,4,32
256,10.5,0,1,8,64
256,10.5,0,1,16,128
256,10.5,0,1,32,256
256,10.5,0,1,64,512
256,10.5,0,1,128,1024
256,10.5,0,2,1,6
256,10.5,0,2,2,12
256,10.5,0,2,4,24
256,10.5,0,2,8,48
256,10.5,0,2,16,96
256,10.5,0,2,32,192
256,10.5,0,2,64,384
256,10.5,0,2,128,768
256,10.5,0,3,1,5
256,10.5,0,3,2,10
256,10.5,0,3,4,20
256,10.5,0,3,8,40
256,10.5,0,3,16,80
256,10.5,0,3,32,160
256,10.5,0,3,64,320
256,10.5,0,3,128,640
256,10.5,0,4,1,4
256,10.5,0,4,2,8
256,10.5,0,4,4,16
256,10.5,0,4,8,32
256,10.5,0,4,16,64
256,10.5,0,4,32,128
256,10.5,0,4,64,256
256,10.5,0,4,128,512
256,10.5,0,6,1,3
256,10.5,0,6,2,6
256,10.5,0,6,4,12
256,10.5,0,6,8,24
256,10.5,0,6,16,48
256,10.5,0,6,32,96
256,10.5,0,6,64,192
256,10.5,0,6,128,384
256,10.5,0,8,1,2
256,10.5,0,8,2,4
256,10.5,0,8,4,8
256,10.5,0,8,8,16
256,10.5,0,8,16,32
256,10.5,0,8,32,64
256,10.5,0,8,64,128
256,10.5,0,8,128,256
256,11,0,0,1,10
256,11,0,0,2,20
256,11,0,0,4,40
256,11,0,0,8,80
256,11,0,0,16,160
256,11,0,0,32,320
256,11,0,0,64,640
256,11,0,0,128,1280
256,11,0,1,1,8
256,11,0,1,2,16
256,11,0,1,4,32
256,11,0,1,8,64
256,11,0,1,16,128
256,11,0,1,32,256
256,11,0,1,64,512
256,11,0,1,128,1024
256,11,0,2,1,6
256,11,0,2,2,12
256,11,0,2,4,24
